Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,high_pollution
11/03/2004,01.00.00,1.0,1136.0,31.0,3.3,672.0,62.0,1453.0,76.0,1333.0,730.0,10.7,60.0,0.7702,0
29/11/2004,22.00.00,1.2,996.0,,4.0,710.0,124.0,1699.0,78.0,1182.0,783.0,16.3,59.7,1.0941,0
11/02/2005,21.00.00,4.0,1521.0,,16.8,1203.0,490.0,476.0,207.0,1400.0,2141.0,8.5,50.9,0.5664,1
22/07/2004,12.00.00,2.1,1210.0,,14.0,1118.0,144.0,658.0,130.0,1742.0,1422.0,40.1,19.0,1.3849,1
15/05/2004,10.00.00,2.6,1157.0,,12.7,1072.0,191.0,802.0,127.0,1653.0,1327.0,23.1,30.3,0.8425,1
06/04/2004,00.00.00,1.0,1015.0,101.0,4.1,718.0,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408,0
30/04/2004,16.00.00,4.0,1524.0,365.0,18.0,1239.0,210.0,644.0,114.0,2139.0,1404.0,20.9,60.8,1.4852,1
30/10/2004,08.00.00,3.1,1202.0,,15.4,1160.0,455.0,585.0,102.0,1723.0,1165.0,16.9,79.9,1.5253,1
12/11/2004,20.00.00,3.9,1251.0,,18.8,1264.0,470.0,561.0,160.0,1677.0,1289.0,16.5,58.8,1.0921,1
22/10/2004,11.00.00,2.1,1235.0,,14.3,1125.0,241.0,574.0,81.0,1704.0,1462.0,24.5,54.5,1.6514,1
31/03/2005,07.00.00,4.0,1531.0,,23.6,1394.0,673.0,407.0,133.0,1860.0,1683.0,12.7,69.6,1.0206,1
28/08/2004,09.00.00,1.7,977.0,,8.3,913.0,104.0,744.0,81.0,1512.0,977.0,24.7,41.8,1.2839,0
22/10/2004,03.00.00,0.7,917.0,,4.1,714.0,,870.0,,1355.0,843.0,20.8,67.3,1.6353,0
17/09/2004,02.00.00,0.5,796.0,,3.2,667.0,55.0,1162.0,40.0,1295.0,558.0,20.6,56.6,1.3583,0
02/07/2004,12.00.00,1.8,1160.0,,11.7,1040.0,122.0,720.0,108.0,1810.0,961.0,35.6,27.2,1.5557,0
24/10/2004,10.00.00,2.1,1152.0,,9.7,966.0,266.0,661.0,84.0,1542.0,1137.0,21.4,61.7,1.5547,1
18/09/2004,22.00.00,1.7,1042.0,,9.0,938.0,210.0,816.0,109.0,1456.0,1004.0,22.8,43.4,1.1915,0
01/08/2004,09.00.00,0.8,1006.0,,5.5,789.0,46.0,824.0,36.0,1657.0,733.0,27.3,52.4,1.8707,0
30/05/2004,12.00.00,0.3,832.0,,4.2,719.0,52.0,1318.0,59.0,1299.0,502.0,28.7,20.7,0.8024,0
15/06/2004,11.00.00,2.7,1114.0,,16.0,1181.0,180.0,747.0,115.0,1928.0,1129.0,30.3,26.9,1.1399,1
26/01/2005,19.00.00,1.4,1024.0,,9.2,945.0,302.0,729.0,185.0,1073.0,1026.0,5.3,44.4,0.397,0
24/04/2004,22.00.00,1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,0
04/03/2005,05.00.00,0.9,979.0,,2.2,602.0,147.0,925.0,103.0,993.0,928.0,4.0,75.2,0.6161,0
18/02/2005,16.00.00,1.8,1069.0,,8.4,918.0,276.0,724.0,164.0,1045.0,936.0,11.6,30.9,0.4223,0
25/06/2004,00.00.00,2.6,1072.0,,14.1,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,1
14/08/2004,04.00.00,0.4,795.0,,1.8,569.0,18.0,1178.0,27.0,1426.0,497.0,25.2,55.0,1.7405,0
16/05/2004,13.00.00,0.9,941.0,,4.8,753.0,45.0,1173.0,56.0,1311.0,468.0,30.6,19.4,0.8348,0
07/06/2004,10.00.00,2.9,1075.0,,17.4,1222.0,238.0,774.0,122.0,1943.0,1213.0,28.4,29.7,1.1345,1
06/07/2004,11.00.00,2.2,1188.0,,13.7,1108.0,178.0,693.0,132.0,1818.0,1275.0,34.2,27.2,1.4404,1
09/04/2004,18.00.00,2.8,,278.0,,,166.0,,127.0,,,,,,1
24/06/2004,16.00.00,1.4,999.0,,8.0,899.0,62.0,869.0,74.0,1629.0,637.0,35.8,22.4,1.2915,0
25/02/2005,08.00.00,3.6,1424.0,,18.7,1260.0,,494.0,,1568.0,1442.0,5.7,79.7,0.734,1
29/10/2004,18.00.00,4.2,1353.0,,20.9,1323.0,465.0,519.0,129.0,1860.0,1430.0,20.0,73.3,1.693,1
16/04/2004,09.00.00,2.6,1150.0,251.0,9.9,973.0,186.0,827.0,105.0,1590.0,1188.0,15.3,51.4,0.8886,1
28/06/2004,07.00.00,3.2,1291.0,,20.7,1316.0,209.0,603.0,119.0,2172.0,1445.0,23.6,47.3,1.3634,1
01/08/2004,07.00.00,0.4,903.0,,2.9,648.0,19.0,975.0,21.0,1559.0,603.0,24.1,63.1,1.8619,0
27/11/2004,22.00.00,2.4,1214.0,,9.9,972.0,355.0,663.0,98.0,1359.0,1280.0,12.8,73.8,1.0853,1
22/02/2005,16.00.00,2.5,1174.0,,10.9,1010.0,360.0,613.0,218.0,1305.0,1050.0,7.4,69.3,0.7165,1
02/05/2004,15.00.00,1.5,1047.0,,7.0,859.0,92.0,948.0,84.0,1538.0,677.0,23.9,34.3,1.002,0
13/05/2004,12.00.00,1.9,1066.0,,8.7,927.0,138.0,846.0,97.0,1608.0,804.0,17.2,52.8,1.0236,0
16/11/2004,16.00.00,2.4,1017.0,,11.4,1029.0,483.0,768.0,148.0,1160.0,1046.0,17.6,23.7,0.473,1
27/02/2005,09.00.00,1.2,970.0,,3.7,691.0,208.0,891.0,124.0,956.0,890.0,3.7,64.8,0.5208,0
18/09/2004,09.00.00,1.6,982.0,,7.9,895.0,233.0,892.0,89.0,1413.0,859.0,24.3,39.5,1.1842,0
19/03/2005,22.00.00,2.3,1199.0,,7.3,869.0,325.0,618.0,163.0,1306.0,1160.0,13.2,65.6,0.9882,1
30/09/2004,13.00.00,1.7,1200.0,,11.2,1021.0,223.0,678.0,101.0,1510.0,1157.0,24.6,44.1,1.3477,0
21/12/2004,23.00.00,1.5,927.0,,5.8,805.0,289.0,965.0,140.0,918.0,1007.0,5.8,43.4,0.4037,0
16/12/2004,21.00.00,8.6,,,,,1237.0,,203.0,,,,,,1
11/04/2004,12.00.00,2.6,1153.0,181.0,9.2,945.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,1
27/02/2005,13.00.00,1.8,943.0,,4.1,714.0,191.0,898.0,131.0,868.0,609.0,10.3,32.9,0.4131,0
07/10/2004,16.00.00,2.9,1342.0,,15.3,1157.0,267.0,572.0,87.0,1707.0,1195.0,28.6,37.6,1.4468,1
23/07/2004,23.00.00,1.8,1169.0,,13.0,1084.0,116.0,655.0,91.0,1831.0,1273.0,28.5,38.4,1.468,0
22/11/2004,22.00.00,2.4,1392.0,,16.9,1206.0,650.0,521.0,164.0,1347.0,2199.0,8.5,57.8,0.6432,1
06/06/2004,12.00.00,0.8,773.0,,3.4,676.0,49.0,1331.0,49.0,1374.0,489.0,26.6,29.0,0.9928,0
09/08/2004,08.00.00,2.5,1185.0,,15.1,1152.0,96.0,578.0,42.0,2003.0,1274.0,25.5,59.7,1.9193,1
03/04/2005,02.00.00,0.7,938.0,,2.7,631.0,99.0,882.0,77.0,931.0,679.0,12.0,44.2,0.6177,0
13/03/2004,21.00.00,4.2,1621.0,269.0,18.3,1247.0,283.0,762.0,159.0,1860.0,1886.0,15.3,46.8,0.8091,1
21/10/2004,02.00.00,2.0,1109.0,,9.3,951.0,210.0,664.0,77.0,1570.0,1076.0,20.8,71.7,1.7415,1
29/05/2004,07.00.00,0.5,841.0,,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192,0
11/02/2005,10.00.00,5.4,,,,,747.0,,291.0,,,,,,1
08/07/2004,06.00.00,0.6,990.0,,6.2,821.0,57.0,848.0,62.0,1511.0,1079.0,27.5,34.6,1.2518,0
30/03/2004,03.00.00,0.8,949.0,25.0,1.4,540.0,,1457.0,,1104.0,747.0,11.7,38.7,0.5298,0
26/10/2004,07.00.00,3.0,1267.0,,18.7,1260.0,383.0,572.0,82.0,1776.0,1259.0,16.2,75.9,1.3872,1
13/09/2004,21.00.00,3.0,1317.0,,19.9,1295.0,891.0,593.0,172.0,1883.0,1592.0,26.1,46.4,1.5445,1
21/02/2005,03.00.00,0.6,886.0,,0.7,464.0,,1273.0,,919.0,357.0,4.5,79.2,0.6751,0
01/03/2005,18.00.00,1.4,882.0,,5.0,766.0,203.0,922.0,116.0,815.0,582.0,1.9,35.0,0.2494,0
22/12/2004,21.00.00,3.3,1111.0,,11.4,1030.0,427.0,751.0,166.0,1033.0,1271.0,5.1,40.7,0.3621,1
13/03/2004,14.00.00,2.0,1207.0,112.0,8.6,924.0,118.0,1088.0,102.0,1488.0,850.0,18.0,34.8,0.7127,1
13/02/2005,14.00.00,1.1,1168.0,,6.5,836.0,118.0,666.0,92.0,1278.0,822.0,19.5,39.3,0.882,0
03/07/2004,22.00.00,2.0,1125.0,,11.6,1035.0,122.0,728.0,109.0,1726.0,1150.0,26.7,35.8,1.2318,1
20/02/2005,04.00.00,1.5,1067.0,,4.9,758.0,177.0,775.0,130.0,993.0,1009.0,8.2,46.9,0.5099,0
10/01/2005,16.00.00,2.4,1409.0,,17.4,1223.0,479.0,475.0,145.0,1640.0,1538.0,14.1,65.9,1.0552,1
15/03/2004,20.00.00,6.5,1895.0,538.0,31.0,1573.0,320.0,565.0,165.0,2443.0,1992.0,18.3,52.6,1.0945,1
27/01/2005,16.00.00,1.5,905.0,,4.7,747.0,223.0,924.0,139.0,850.0,691.0,7.0,33.5,0.3367,0
09/09/2004,00.00.00,1.4,999.0,,7.5,879.0,180.0,1114.0,119.0,1261.0,960.0,24.9,28.3,0.8775,0
12/07/2004,16.00.00,1.6,942.0,,8.3,912.0,144.0,842.0,106.0,1551.0,814.0,24.8,33.1,1.0222,0
26/01/2005,23.00.00,0.2,905.0,,2.5,620.0,120.0,986.0,90.0,904.0,598.0,4.0,56.8,0.4688,0
14/11/2004,20.00.00,1.1,812.0,,3.0,652.0,210.0,1586.0,106.0,964.0,554.0,9.1,49.6,0.5765,0
01/07/2004,19.00.00,4.4,1364.0,,22.9,1376.0,235.0,580.0,179.0,2168.0,1356.0,32.5,30.9,1.4875,1
17/05/2004,16.00.00,1.7,1020.0,,9.0,941.0,138.0,1016.0,95.0,1425.0,756.0,25.7,19.4,0.6304,0
12/06/2004,03.00.00,0.5,826.0,,3.2,666.0,,1109.0,,1349.0,641.0,22.6,34.8,0.9441,0
10/10/2004,23.00.00,1.5,1073.0,,6.6,838.0,178.0,768.0,63.0,1549.0,892.0,20.7,68.4,1.6507,0
23/05/2004,16.00.00,1.5,1059.0,,6.1,816.0,77.0,1023.0,73.0,1468.0,641.0,25.9,28.7,0.9423,0
03/05/2004,08.00.00,4.7,1597.0,,26.5,1466.0,320.0,518.0,109.0,2400.0,1687.0,16.9,66.1,1.2613,1
06/01/2005,21.00.00,2.4,1195.0,,8.4,915.0,376.0,666.0,152.0,1295.0,1245.0,12.6,65.4,0.9529,1
20/12/2004,12.00.00,2.5,918.0,,4.5,737.0,220.0,1007.0,105.0,1030.0,703.0,9.6,53.9,0.6425,1
03/07/2004,04.00.00,0.4,828.0,,2.8,639.0,27.0,1077.0,41.0,1371.0,573.0,22.6,43.0,1.1629,0
20/09/2004,11.00.00,3.7,1262.0,,18.6,1258.0,425.0,597.0,174.0,1835.0,1484.0,29.9,34.0,1.4096,1
21/11/2004,00.00.00,2.5,1187.0,,13.9,1114.0,572.0,700.0,216.0,1193.0,1433.0,5.2,50.8,0.452,1
15/04/2004,19.00.00,7.3,1875.0,1189.0,33.7,1637.0,351.0,482.0,158.0,2446.0,2086.0,17.4,47.8,0.9392,1
14/03/2005,06.00.00,1.0,1103.0,,4.4,730.0,201.0,735.0,103.0,1139.0,1049.0,9.2,71.0,0.8299,0
20/01/2005,21.00.00,2.8,1220.0,,13.0,1085.0,411.0,618.0,150.0,1205.0,1531.0,8.7,48.3,0.5458,1
18/03/2004,00.00.00,2.3,1371.0,159.0,13.0,1083.0,154.0,796.0,116.0,1669.0,1551.0,14.8,53.9,0.9024,1
29/01/2005,22.00.00,1.0,865.0,,1.7,561.0,103.0,1102.0,83.0,791.0,434.0,2.9,49.0,0.3725,0
19/05/2004,12.00.00,2.0,1192.0,,13.4,1097.0,118.0,796.0,113.0,1688.0,971.0,30.1,22.1,0.9281,1
06/12/2004,11.00.00,3.2,1221.0,,13.2,1090.0,576.0,641.0,135.0,1489.0,1424.0,18.5,52.9,1.1174,1
14/07/2004,03.00.00,0.7,820.0,,4.1,716.0,,994.0,,1380.0,933.0,20.4,42.6,1.0083,0
03/02/2005,22.00.00,3.0,1368.0,,15.5,1164.0,528.0,524.0,217.0,1350.0,1674.0,6.3,65.1,0.6237,1
16/03/2005,05.00.00,0.6,927.0,,1.6,549.0,119.0,967.0,86.0,1008.0,828.0,8.0,68.9,0.7402,0
13/04/2004,03.00.00,0.4,868.0,32.0,1.3,530.0,,1482.0,,1215.0,384.0,10.6,63.1,0.8068,0
24/03/2004,21.00.00,2.6,1179.0,214.0,9.4,955.0,169.0,928.0,125.0,1571.0,899.0,10.3,66.3,0.8336,1
20/06/2004,00.00.00,2.3,,,,,144.0,,109.0,,,,,,1
21/09/2004,09.00.00,5.3,1490.0,,27.3,1487.0,665.0,508.0,161.0,2115.0,1807.0,22.6,51.4,1.392,1
25/06/2004,10.00.00,1.9,1049.0,,8.0,898.0,153.0,858.0,113.0,1671.0,921.0,29.9,33.2,1.3793,0
06/05/2004,17.00.00,3.3,1138.0,,12.4,1063.0,169.0,804.0,122.0,1728.0,983.0,14.4,64.2,1.049,1
24/03/2005,03.00.00,0.7,1006.0,,3.1,659.0,143.0,791.0,94.0,1082.0,999.0,13.1,56.1,0.8416,0
28/06/2004,05.00.00,0.5,827.0,,3.1,656.0,55.0,1075.0,60.0,1447.0,722.0,24.0,46.4,1.3689,0
02/04/2004,12.00.00,3.1,1341.0,454.0,15.9,1176.0,167.0,748.0,135.0,1825.0,1347.0,22.9,33.8,0.9322,1
21/10/2004,21.00.00,4.3,1525.0,,24.9,1427.0,439.0,450.0,104.0,2085.0,1577.0,23.6,62.2,1.7863,1
10/03/2005,09.00.00,3.9,1446.0,,21.2,1328.0,665.0,439.0,168.0,1620.0,1833.0,7.5,64.5,0.6702,1
24/04/2004,19.00.00,3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,1
25/08/2004,17.00.00,1.6,1030.0,,7.9,897.0,71.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577,0
17/12/2004,05.00.00,1.8,,,,,371.0,,112.0,,,,,,0
14/06/2004,13.00.00,1.3,928.0,,5.5,787.0,85.0,1012.0,68.0,1585.0,606.0,25.4,39.2,1.2534,0
13/07/2004,19.00.00,4.9,1211.0,,27.1,1483.0,303.0,586.0,173.0,2092.0,1483.0,28.9,24.1,0.9495,1
11/08/2004,11.00.00,1.7,1144.0,,8.3,913.0,89.0,715.0,68.0,1782.0,972.0,35.1,38.1,2.1144,0
09/01/2005,17.00.00,2.2,1210.0,,8.8,933.0,348.0,648.0,156.0,1327.0,1094.0,15.7,54.4,0.9616,1
07/12/2004,11.00.00,4.1,1407.0,,19.8,1292.0,679.0,643.0,155.0,1638.0,1694.0,16.9,54.2,1.0371,1
15/05/2004,01.00.00,1.2,947.0,,5.7,798.0,67.0,964.0,81.0,1395.0,930.0,18.0,40.5,0.8271,0
12/03/2004,17.00.00,2.4,1274.0,133.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,1
17/03/2004,08.00.00,4.1,1587.0,260.0,21.4,1334.0,320.0,702.0,108.0,1999.0,1534.0,11.1,60.2,0.7958,1
03/01/2005,18.00.00,3.9,,,,,604.0,,177.0,,,,,,1
31/03/2004,21.00.00,1.5,1060.0,109.0,5.5,787.0,81.0,1044.0,91.0,1418.0,833.0,12.6,57.0,0.8315,0
11/03/2005,13.00.00,1.5,1258.0,,12.1,1052.0,354.0,551.0,172.0,1297.0,1205.0,17.8,33.3,0.6741,0
27/04/2004,23.00.00,2.0,1133.0,203.0,10.9,1012.0,111.0,806.0,108.0,1608.0,1054.0,17.9,43.5,0.884,1
18/06/2004,21.00.00,1.5,971.0,,7.6,881.0,78.0,916.0,105.0,1635.0,672.0,26.6,42.2,1.4452,0
09/03/2005,10.00.00,3.8,1374.0,,18.5,1255.0,733.0,504.0,215.0,1375.0,1855.0,8.3,43.5,0.4774,1
19/08/2004,03.00.00,0.4,834.0,,1.8,565.0,,1187.0,,1444.0,473.0,28.8,49.0,1.9112,0
09/10/2004,08.00.00,3.2,1453.0,,20.1,1298.0,470.0,489.0,69.0,1940.0,1497.0,21.5,63.7,1.6186,1
08/06/2004,20.00.00,3.8,1213.0,,21.6,1341.0,210.0,683.0,143.0,2090.0,1601.0,28.8,30.2,1.1761,1
18/01/2005,07.00.00,1.5,1039.0,,6.9,855.0,341.0,783.0,140.0,1025.0,1210.0,3.4,58.5,0.4608,0
01/09/2004,14.00.00,1.7,996.0,,10.4,992.0,189.0,722.0,93.0,1580.0,727.0,31.1,28.6,1.2718,0
13/07/2004,05.00.00,0.7,758.0,,3.3,670.0,50.0,1070.0,42.0,1365.0,688.0,16.6,56.8,1.0629,0
25/11/2004,02.00.00,3.0,1091.0,,11.3,1025.0,533.0,666.0,93.0,1262.0,1130.0,6.0,83.0,0.78,1
29/05/2004,06.00.00,0.1,762.0,,2.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,46.1,0.9383,0
14/02/2005,03.00.00,0.7,968.0,,2.8,639.0,,891.0,,1080.0,794.0,8.4,67.1,0.7411,0
03/01/2005,16.00.00,2.2,,,,,329.0,,138.0,,,,,,1
13/03/2004,16.00.00,2.5,1306.0,111.0,10.2,987.0,138.0,1004.0,124.0,1554.0,1078.0,17.6,35.1,0.7012,1
06/03/2005,00.00.00,2.4,1201.0,,9.2,949.0,358.0,665.0,170.0,1220.0,1260.0,6.8,72.1,0.7143,1
06/01/2005,05.00.00,0.9,1005.0,,3.4,679.0,89.0,875.0,67.0,1120.0,745.0,10.7,69.5,0.8919,0
17/11/2004,18.00.00,10.2,1802.0,,47.7,1924.0,748.0,356.0,192.0,2235.0,2452.0,13.7,52.8,0.8244,1
05/05/2004,11.00.00,2.6,1143.0,,13.0,1083.0,190.0,735.0,120.0,1887.0,1083.0,17.2,62.9,1.2228,1
30/03/2004,07.00.00,2.6,1343.0,294.0,13.4,1096.0,191.0,839.0,115.0,1587.0,1311.0,11.9,38.4,0.5341,1
03/01/2005,10.00.00,1.9,,,,,349.0,,130.0,,,,,,0
30/01/2005,18.00.00,1.1,845.0,,2.0,582.0,174.0,1120.0,123.0,719.0,473.0,6.3,28.8,0.2772,0
11/05/2004,16.00.00,1.9,1162.0,,12.4,1064.0,124.0,832.0,97.0,1675.0,913.0,25.7,28.4,0.9248,0
07/02/2005,05.00.00,0.6,879.0,,1.0,495.0,75.0,1147.0,73.0,753.0,623.0,3.3,44.6,0.3499,0
23/10/2004,20.00.00,4.1,1413.0,,17.7,1231.0,460.0,520.0,117.0,1853.0,1415.0,21.6,67.7,1.7228,1
30/03/2005,21.00.00,2.0,1130.0,,8.8,933.0,254.0,608.0,147.0,1373.0,1389.0,16.8,58.2,1.1022,1
23/12/2004,02.00.00,2.1,969.0,,5.2,773.0,292.0,889.0,128.0,914.0,1064.0,3.0,52.5,0.4021,1
19/06/2004,09.00.00,1.6,1092.0,,9.7,967.0,104.0,801.0,99.0,1774.0,910.0,27.0,39.9,1.402,0
28/06/2004,20.00.00,2.5,1162.0,,15.1,1151.0,116.0,687.0,115.0,1912.0,1143.0,31.9,30.6,1.4201,1
27/08/2004,17.00.00,1.9,,,,,104.0,,109.0,,,,,,0
03/02/2005,17.00.00,2.4,1358.0,,14.3,1128.0,434.0,545.0,170.0,1344.0,1611.0,14.7,37.2,0.618,1
12/02/2005,11.00.00,3.4,1480.0,,16.2,1186.0,615.0,498.0,229.0,1382.0,1882.0,9.0,54.7,0.6271,1
05/09/2004,05.00.00,0.9,913.0,,4.4,734.0,,864.0,,1338.0,646.0,25.6,37.6,1.2131,0
28/04/2004,00.00.00,1.3,1055.0,101.0,8.0,899.0,72.0,880.0,83.0,1504.0,980.0,17.4,46.3,0.9112,0
13/01/2005,04.00.00,1.1,915.0,,3.7,695.0,192.0,883.0,86.0,1094.0,826.0,6.2,82.1,0.7825,0
09/04/2004,04.00.00,1.0,,87.0,,,97.0,,79.0,,,,,,0
16/03/2004,18.00.00,3.4,1447.0,237.0,17.8,1235.0,184.0,859.0,139.0,1778.0,1296.0,23.9,25.7,0.7519,1
18/03/2004,22.00.00,2.1,1333.0,,10.3,989.0,129.0,885.0,121.0,1621.0,1194.0,14.5,57.8,0.9456,1
28/10/2004,15.00.00,4.4,1475.0,,25.9,1451.0,631.0,455.0,122.0,1991.0,1646.0,20.7,63.0,1.5204,1
21/01/2005,20.00.00,4.9,1835.0,,38.1,1731.0,983.0,355.0,244.0,2083.0,2254.0,10.4,64.4,0.8123,1
14/07/2004,08.00.00,4.6,1339.0,,30.4,1561.0,366.0,498.0,145.0,2357.0,1791.0,22.1,41.7,1.098,1
25/09/2004,03.00.00,0.3,718.0,,1.0,499.0,,1495.0,,1059.0,382.0,15.3,52.4,0.9017,0
13/08/2004,18.00.00,1.0,892.0,,5.1,771.0,55.0,965.0,76.0,1465.0,494.0,32.0,28.2,1.3204,0
26/04/2004,11.00.00,1.3,917.0,101.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,0.6821,0
11/08/2004,01.00.00,1.2,1066.0,,6.6,839.0,47.0,740.0,49.0,1700.0,993.0,27.2,59.1,2.0997,0
14/03/2005,19.00.00,6.5,1626.0,,29.1,1531.0,782.0,371.0,234.0,1937.0,2000.0,16.7,43.4,0.8168,1
13/04/2004,00.00.00,0.7,893.0,48.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,0
24/04/2004,15.00.00,1.7,1223.0,192.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,1.1629,0
18/11/2004,22.00.00,3.1,1192.0,,11.7,1040.0,381.0,640.0,160.0,1441.0,1405.0,15.9,59.0,1.059,1
25/03/2004,00.00.00,1.3,997.0,81.0,4.5,737.0,80.0,1168.0,89.0,1341.0,631.0,10.3,59.9,0.7516,0
16/02/2005,21.00.00,5.2,1341.0,,16.8,1204.0,626.0,534.0,251.0,1294.0,1592.0,5.9,44.3,0.4137,1
09/02/2005,10.00.00,3.3,,,,,446.0,,203.0,,,,,,1
10/04/2004,06.00.00,1.4,1073.0,134.0,6.0,812.0,112.0,988.0,65.0,1500.0,950.0,10.8,70.5,0.9142,0
20/09/2004,15.00.00,2.4,1120.0,,11.9,1045.0,264.0,752.0,122.0,1563.0,975.0,31.8,27.4,1.2673,1
23/03/2005,17.00.00,2.5,1239.0,,12.3,1062.0,431.0,558.0,159.0,1299.0,1380.0,23.2,23.3,0.6562,1
30/01/2005,14.00.00,0.9,863.0,,1.6,553.0,132.0,1133.0,95.0,742.0,419.0,8.2,30.1,0.3281,0
13/03/2005,17.00.00,0.5,1195.0,,5.6,795.0,233.0,710.0,119.0,1157.0,718.0,19.0,37.4,0.8122,0
07/06/2004,06.00.00,1.5,933.0,,9.6,962.0,167.0,867.0,76.0,1705.0,974.0,17.3,57.6,1.1289,0
29/10/2004,23.00.00,2.1,1097.0,,9.1,944.0,297.0,716.0,107.0,1489.0,982.0,17.3,79.3,1.5569,1
11/03/2004,10.00.00,1.7,1233.0,77.0,6.3,827.0,112.0,1218.0,98.0,1446.0,860.0,10.8,58.4,0.7552,0
19/12/2004,02.00.00,1.6,928.0,,6.2,819.0,225.0,919.0,118.0,923.0,1006.0,6.4,43.7,0.4242,0
02/01/2005,01.00.00,1.6,1043.0,,4.3,726.0,195.0,875.0,105.0,972.0,1107.0,4.5,63.5,0.5411,0
14/03/2004,21.00.00,3.4,1560.0,214.0,14.7,1140.0,217.0,784.0,146.0,1818.0,1648.0,16.7,49.6,0.932,1
02/03/2005,01.00.00,0.8,765.0,,1.5,544.0,122.0,1253.0,93.0,601.0,405.0,0.0,29.7,0.1847,0
16/06/2004,21.00.00,2.5,1075.0,,12.9,1079.0,166.0,764.0,117.0,1798.0,1111.0,24.4,40.0,1.2079,1
20/02/2005,20.00.00,1.5,1076.0,,4.6,745.0,221.0,801.0,149.0,1040.0,841.0,7.4,59.3,0.6123,0
16/07/2004,20.00.00,4.2,1231.0,,21.6,1341.0,274.0,626.0,170.0,1937.0,1578.0,30.3,25.6,1.0879,1
06/01/2005,23.00.00,1.7,1145.0,,5.9,806.0,199.0,736.0,112.0,1207.0,1120.0,10.5,72.0,0.912,0
30/03/2005,16.00.00,1.7,1123.0,,9.2,945.0,227.0,623.0,135.0,1303.0,856.0,25.1,28.5,0.8932,0
23/03/2005,10.00.00,4.6,1510.0,,19.5,1282.0,584.0,419.0,169.0,1726.0,1812.0,19.4,47.5,1.061,1
21/02/2005,23.00.00,1.2,961.0,,2.9,643.0,163.0,914.0,124.0,1046.0,825.0,6.4,70.7,0.6848,0
27/01/2005,11.00.00,1.3,912.0,,3.5,683.0,201.0,961.0,125.0,872.0,699.0,7.0,38.4,0.3861,0
24/10/2004,15.00.00,2.0,1184.0,,10.1,983.0,230.0,667.0,90.0,1537.0,1046.0,25.3,48.0,1.5249,1
05/09/2004,06.00.00,0.7,854.0,,2.2,600.0,,1102.0,,1252.0,542.0,25.4,38.6,1.2352,0
01/05/2004,06.00.00,0.7,875.0,,3.1,659.0,30.0,1180.0,35.0,1452.0,561.0,16.7,66.9,1.2631,0
12/05/2004,07.00.00,4.1,1500.0,,23.6,1393.0,279.0,560.0,95.0,2163.0,1495.0,15.5,62.2,1.0875,1
11/02/2005,15.00.00,6.1,,,,,1054.0,,312.0,,,,,,1
07/08/2004,23.00.00,1.9,1033.0,,10.9,1011.0,89.0,681.0,93.0,1768.0,875.0,26.3,51.3,1.7251,0
06/01/2005,18.00.00,2.1,1221.0,,8.9,935.0,352.0,642.0,153.0,1323.0,1144.0,14.5,57.5,0.944,1
19/11/2004,11.00.00,3.5,1290.0,,13.8,1110.0,612.0,571.0,231.0,1512.0,1441.0,17.0,55.9,1.0741,1
29/05/2004,11.00.00,0.7,869.0,,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,0
04/12/2004,15.00.00,2.6,1187.0,,9.6,961.0,497.0,685.0,115.0,1408.0,1017.0,11.9,88.7,1.2352,1
06/11/2004,17.00.00,3.6,1416.0,,19.5,1283.0,474.0,510.0,113.0,1739.0,1442.0,20.8,58.7,1.4259,1
04/03/2005,17.00.00,3.9,1316.0,,15.9,1177.0,525.0,544.0,178.0,1392.0,1529.0,12.3,41.2,0.5867,1
18/07/2004,03.00.00,0.8,908.0,,3.8,701.0,,971.0,,1381.0,704.0,24.7,36.4,1.1158,0
10/02/2005,07.00.00,1.9,,,,,214.0,,156.0,,,,,,0
21/12/2004,14.00.00,2.1,896.0,,7.8,891.0,297.0,921.0,132.0,935.0,766.0,8.5,34.3,0.3813,1
10/01/2005,20.00.00,3.3,1385.0,,17.3,1218.0,399.0,478.0,135.0,1620.0,1494.0,13.4,68.1,1.0441,1
